name,occurrences,essays
"Sterne Laurence","10","Filosofia e letteratura;Su Pasolini: una risposta a Moravia;Tre correnti del romanzo italiano d'oggi;2. Rapidità;Appendice: Cominciare e finire;Dialogo di due scrittori in crisi;Denis Diderot, Jacques le fataliste;Washington Irving;La sfida al labirinto;Notizia su Giorgio Manganelli;L'antitesi operaia;Bachtin;Perec, La vita istruzioni per l'uso;Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Stevenson Robert Louis","30","Natura e storia nel romanzo;Com'era nuovo il Nuovo Mondo;Tre correnti del romanzo italiano d'oggi;4. Visibilità;Pavese: essere e fare;La linea d'ombra di Joseph Conrad;I capitani di Conrad;L'isola del tesoro ha il suo segreto;Robert L. Stevenson, Il padiglione sulle dune;I cinque tavoli di Stevenson;il dottor Jekyll tradotto da Fruttero & Lucentini;Ricordo di Emilio Cecchi;L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;11 fantastico nella letteratura italiana;La «Biblioteca romantica» Mondadori;Furti ad arte (conversazione con Tullio Pericoli);Il mondo alla rovescia;Cartoline dall'America;"
"Stifter Adalbert","2","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Stirner Max","1","Roberto Calasso, La rovina di Kasch;"
"Stoker Bram","1","Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;"
"Stone Judson T.","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Freud e il marxismo, Cupido attraverso i tempi, Hollywood puritana;"
"Strabone","1","Natura e storia nel romanzo;Il viandante nella mappa;"
"Strada Vitttorio","1","L'antitesi operaia;Nekrasov, un caso di coscienza;"
"Straparola Francesco","3","L'antilingua;I racconti di Mamma l'Oca di Charles Perrault;Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;11 fantastico nella letteratura italiana;"
"Strasberg Lee","2","La macchina spasmodica;Cartoline dall'America;"
"Stravinskij Igor Fedorovic","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Stroheim Eric von","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;I ritratti del Duce;"
"Strutchova Raissa","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Sue EugeÃÄne","3","Natura e storia nel romanzo;Le meraviglie della cronaca nera;Pavese: essere e fare;Honoré de Balzac, I piccoli borghesi;La sfida al labirinto;Giovanni Macchia, Le rovine di Parigi;"
"Surchi Sergio","1","Inchiesta;"
"Susini Clemente","1","Natura e storia nel romanzo;Il museo dei mostri di cera;"
"Svevo Italo","4","L'italiano, una lingua tra le altre lingue;Mancata fortuna del romanzo italiano;Risposte a 9 domande sul romanzo;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;Freud e il marxismo, Cupido attraverso i tempi, Hollywood puritana;"
"Swanson Gloria","1","Cecchi in Messico;"
"Swedenborg Emanuel","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Lezioni americane;"
"Swift Jonathan","15","Filosofia e letteratura;Su Pasolini: una risposta a Moravia;Definizioni di territori: il comico;Una mostra di William Turner;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Bibliografia della critica;I livelli della realtà in letteratura;Il mare dell'oggettività;La geografia delle fate;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;Dialogo di due scrittori in crisi;Washington Irving;La sfida al labirinto;Primo Levi, La ricerca delle radici;Notizia su Giorgio Manganelli;Manganelli, Centuria;Omaggio a Gore Vidal;Vittorini: progettazione e letteratura;Amica ironia di Guido Almansi;La «Biblioteca romantica» Mondadori;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Tacito Cornelio","1","Vittorini: progettazione e letteratura;La «Einaudi Biblioteca Giovani»;"
"Taddei Ezio","3","L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Un leader comunista: Vittorio Vidali;"
"Tagore Rabindranath","3","Il mare dell'oggettività;La redenzione degli oggetti;"
"TaituÃÄ- regina d'Etiopia","3","Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;"
"Talleyrand Charles Maurice de","4","Roberto Calasso, La rovina di Kasch;Cartoline dall'America;"
"TanakaKakuei","2","Due interviste su scienza e letteratura;Rispettoso promemoria per mille Grandi Elettori;"
"TanizakiJun'ichiro","6","Il mare dell'oggettività;La luce negli occhi;Non darò più fiato alle trombe;Junichiro Tanizaki, Libro d'ombra;"
"Tarchetti Igino (o Iginio) Ugo","3","Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;Una nuova collana: i «Centopagine» Einaudi;"
"Tarchiani Alberto","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Un leader comunista: Vittorio Vidali;"
"Tasso Torquato","6","Due interviste su scienza e letteratura;Il mare dell'oggettività;La redenzione degli oggetti;Guida alla Chartreuse a uso dei nuovi lettori;Vittorini: progettazione e letteratura;Castelli di delizie e castelli del terrore;11 fantastico nella letteratura italiana;Libri di cavalleria: Tírant lo Blanc;"
"Tati Jacques (Jacques Tatischeff)","1","Gianni Celati, Comiche;"
"Taylor Ted","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Turbare l'universo di Freeman Dyson;"
"Taylor W.","1","Dialogo di due scrittori in crisi;Defoe: Robinson Crusoe, il giornale delle virtù mercantili;"
"Teller Edward","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Turbare l'universo di Freeman Dyson;"
"Tempesti Fernando","2","Pavese: essere e fare;Carlo Collodi, Pinocchio;"
"Teniers David","1","Vittorini: progettazione e letteratura;Castelli di delizie e castelli del terrore;"
"Terra Stefano","5","Un'amara serenità;Rancore di Stefano Terra;L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Thackeray William Makepeace","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"ThibaudeauJean","1","Natura e storia nel romanzo;La penna in prima persona (Per i disegni di Saul Steinberg);"
"Thomas Dylan","7","Natura e storia nel romanzo;La Colonna Traiana raccontata;Il mare dell'oggettività;La sfida al labirinto;Definizioni di territori: l'erotico (Il sesso e il riso);I classici al Motel;il dottor Jekyll tradotto da Fruttero & Lucentini;L'antitesi operaia;Memoriale di Paolo Volponi;Pasternak e la rivoluzione;"
"ThurberJames","1","Il mondo alla rovescia;Cartoline dall'America;"
"Timpanaro Sebastiano","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;I ritratti del Duce;"
"Tissot","1","Vittorini: progettazione e letteratura;Letteratura a sedère;"
"Tito (JoÃÄsip Broz)","3","L'italiano, una lingua tra le altre lingue;Umanesimo e marxismo;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Un leader comunista: Vittorio Vidali;"
"Tito Pomponio Attico","1","Vittorini: progettazione e letteratura;Il libro, i libri;"
"Titus-Carmel GeÃÅrard","1","Natura e storia nel romanzo;Ditelo coi nodi;"
"Tobino Mario","1","II romanzo come spettacolo;Palomar nel Massachusetts;"
"Todorov Tzvetan","6","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;Definizioni di territori: il fantastico;Diario americano 1960;Natura e storia nel romanzo;I livelli della realtà in letteratura;Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;Racconti fantastici dell'Ottocento;"
"Tofano Sergio","1","Natura e storia nel romanzo;Scrittori che disegnano;"
"Togliatti Palmiro","19","Un'amara serenità;Gianni Rodari;L'italiano, una lingua tra le altre lingue;Umanesimo e marxismo;Taccuino di viaggio nell'Unione Sovietica;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;Per Fourier: 2. L'ordinatore dei desideri;Gli anni dell'«Unità»;Natura e storia nel romanzo;Togliatti e De Gasperi;Sono stato stalinista anch'io?;L'estate del '56;Ritratto di Massimo Mila;"
"Tolkien John Ronald Reuel","2","Il mare dell'oggettività;La geografia delle fate;L'arcipelago dei luoghi immaginari;"
"Tolstoj Lev Nikolaevic","37","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Il segreto di Albe Steiner;Altri discorsi dí letteratura e società;Usi politici giusti e sbagliati della letteratura;Il sigaro di Groucho;Note sul linguaggio politico;Il museo dei mostri di cera;Prima dell'alfabeto;Le meraviglie della cronaca nera;Ditelo coi nodi;Il mare dell'oggettività;L'estremismo;Un progetto di pubblico;Tre correnti del romanzo italiano d'oggi;Appendice: Cominciare e finire;Pavese: essere e fare;I capitani di Conrad;Lev Tolstoj, Due ussari;La sfida al labirinto;Natalia Ginzburg o le possibilità del romanzo borghese;Un'amara serenità;Ricordo di Fortunato Seminara;L'antitesi operaia;Hemingway e noi;Manniano all'incontrario;Marianne Moore;Pasternak e la rivoluzione;L'italiano, una lingua tra le altre lingue;Saremo come Omero!;Risposte a 9 domande sul romanzo;Vittorini: progettazione e letteratura;Appunti per una collana di ricerca morale;Una nuova collana: i «Centopagine» Einaudi;La «Biblioteca romantica» Mondadori;Furti ad arte (conversazione con Tullio Pericoli);Taccuino di viaggio nell'Unione Sovietica;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);"
"Tornasi di Lampedusa Giuseppe","4","Tre correnti del romanzo italiano d'oggi;3. Esattezza;4. Visibilità;Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;"
"Tommaseo NiccoloÃÄ","1","Natura e storia nel romanzo;Il patrimonio dei draghi;"
"Tommaso d'Aquino","2","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Tre correnti del romanzo italiano d'oggi;4. Visibilità;"
"T√©ipffer Wolfgang Adam","1","Natura e storia nel romanzo;Scrittori che disegnano;"
"Torcellan Gianfranco","1","Giammaria Ortes;"
"Toro Seduto","1","Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;"
"Tortorella Aldo","1","Due interviste su scienza e letteratura;Se la parola non serve;"
"Toscanini Arturo","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Esami;"
"Toselli Pietro","2","Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;"
"Tosetti Amedeo","1","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;"
"Tournier Michel","2","Filosofia e letteratura;E la nave va di Federico Fellini;Vittorini: progettazione e letteratura;Furti ad arte (conversazione con Tullio Pericoli);"
"Trabucco Carlo","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Tracy Spencer","1","il dottor Jekyll tradotto da Fruttero & Lucentini;"
"Traiano- imperatore romano","7","Natura e storia nel romanzo;La Colonna Traiana raccontata;"
"Traven Bruno","1","Filosofia e letteratura;La paura di sbagliare;"
"Treitschke Heinrich von","1","L'italiano, una lingua tra le altre lingue;Umanesimo e marxismo;"
"Tresca Carlo","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Un leader comunista: Vittorio Vidali;"
"Trilussa (Carlo Alberto Salustri)","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;"
"Triolet Elsa","1","Pavese: essere e fare;I piccoli uomini di Anton Cechov;"
"Trivelli Renzo","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Trombadori Antonello","1","Vittorini: progettazione e letteratura;Letteratura e potere (su un saggio di Alberto Asor Rosa);"
"Trombatore Gaetano","1","Un'amara serenità;Lettera a Pratolini sul Metello;"
"Trompeo Pietro Paolo","1","Guida alla Chartreuse a uso dei nuovi lettori;"
"Trotta Margarethe von","2","Filosofia e letteratura;Anni di piombo di Margarethe von Trotta;"
"Trotzkij Lev Davydovic (Leiba Bronstein)","4","L'antitesi operaia;Bachtin;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Un leader comunista: Vittorio Vidali;Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Sono stato stalinista anch'io?;"
"Truman Harry S.","1","Vittorini: progettazione e letteratura;L'avventura sottomarina;"
"Tucidide","1","Vittorini: progettazione e letteratura;Perché leggere i classici;"
"Turgenev Ivan Sergeevic","5","Tre correnti del romanzo italiano d'oggi;4. Visibilità;Appendice: Cominciare e finire;Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;Perché leggere i classici;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Turing Alan Mathison","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Turner Joseph Mallord William","9","Definizioni di territori: il comico;Una mostra di William Turner;"
"Tussaud Marie","1","Natura e storia nel romanzo;Il museo dei mostri di cera;"
"Tuzet HeÃÅleÃÄne","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Lezioni americane;"
"Twain Mark","15","Natura e storia nel romanzo;Com'era nuovo il Nuovo Mondo;Tre correnti del romanzo italiano d'oggi;Le sculture e i nomadi;Il museo dei mostri di cera;Mark Twain, L'uomo che corruppe Hadleyburg;La sfida al labirinto;Luigi Davì, l'operaio che scrive racconti;L'antitesi operaia;Hemingway e noi;L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;Vittorini: progettazione e letteratura;Appunti per una collana di ricerca morale;Il mondo alla rovescia;Cartoline dall'America;Per Fourier: 2. L'ordinatore dei desideri;Ricordo di Vittorio Metz;La mia città è New York;"
"Uccello Paolo","2","Per chi si scrive? (Lo scaffale ipotetico);Gli uccelli di Paolo Uccello;"
"Ugolini Amedeo","1","L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;"
"Ulanova Galina","2","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Umberto I- re d'Italia","4","Amore e ginnastica dí Edmondo De Amicis;Vittorini: progettazione e letteratura;La prima guerra d'Africa vista dai nostri padri e vista dagli abissini;Definizioni di territori: l'erotico (Il sesso e il riso);I classici al Motel;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;I ritratti del Duce;"
"Ungaretti Giuseppe","5","Tre correnti del romanzo italiano d'oggi;1. Leggerezza;La sfida al labirinto;Primo Levi, La ricerca delle radici;Lo scoglio di Montale;L'antitesi operaia;Francis Ponge;"
"Updike John","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;La mia città è New York;"
"Urbano VIII- papa (Maffeo Barberini)","3","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Pietro Redondi, Galileo eretico;"
"UrfeÃÅ HonoreÃÅ d'","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Altri discorsi dí letteratura e società;"
"Uspenskij Boris Andreevic","1","Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;"
"Vacca Roberto","1","Due interviste su scienza e letteratura;Quando va via la luce;"
